id,pps_actual_20,pps_anterior_20,asistencia_teorico_pct,asistencia_laboratorio_pct,asistencia_total_pct,autoeficacia_academica,entregas_tarea_puntual,horas_de_estudio_semana,indice_procrastinacion,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,horas_deporte,horas_cultura,horas_extracurriculares,horas_trabajo_semana,estres,apoyo_social,rendimiento,riesgo_de_desercion,bienestar_estudiantil
87,Inicio,Inicio,Baja,Baja,Baja,Media,Moderado,Insuficiente,Constante,Inadecuada,Nula,Alto,Deficiente,Deficiente,Impuntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Nula,Constante,Media,Tiempo_completo,Alto,Excelente,Inicio,Medio,Regular
88,En_proceso,En_proceso,Media,Excelente,Alta,Baja,Consistente,Limitado,Constante,Adecuada,Baja,Alto,Regular,Regular,Impuntual,Medio,Con_deuda,Beca_Total,Bajo,Vulnerable,Ocasional,Ocasional,Baja,Tiempo_completo,Alto,Insuficiente,En_proceso,Alto,Critico
89,En_proceso,En_proceso,Excelente,Media,Alta,Baja,Moderado,Insuficiente,Frecuente,Adecuada,Nula,Bajo,Regular,Excelente,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Nula,Frecuente,Baja,Parcial_alta,Moderado,Insuficiente,En_proceso,Medio,Regular
90,Inicio,Inicio,Excelente,Alta,Excelente,Baja,Consistente,Insuficiente,Constante,Inadecuada,Frecuente,Bajo,Deficiente,Deficiente,Impuntual,Medio,Sin_deuda,Credito,Bajo,Estable,Frecuente,Nula,Baja,Tiempo_completo,Alto,Bueno,En_proceso,Alto,Critico
91,Destacado,Destacado,Media,Media,Baja,Media,Ejemplar,Intensivo,Ocasional,Inadecuada,Nula,Bajo,Adecuado,Bueno,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Estable,Nula,Ocasional,Baja,Parcial_baja,Moderado,Insuficiente,Previsto,Medio,Critico
92,Destacado,Destacado,Baja,Baja,Baja,Alta,Ejemplar,Intensivo,Frecuente,Moderada,Constante,Alto,Excesivo,Deficiente,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Estable,Constante,Nula,Media,Parcial_alta,Moderado,Insuficiente,Destacado,Medio,Critico
93,Previsto,En_proceso,Media,Alta,Media,Media,Ejemplar,Adecuado,Minimo,Adecuada,Constante,Bajo,Deficiente,Bueno,Puntual,Bajo,Con_deuda,Credito,Bajo,Vulnerable,Constante,Constante,Alta,Parcial_baja,Bajo,Insuficiente,Previsto,Bajo,Excelente
94,Inicio,Inicio,Media,Alta,Media,Baja,Critico,Insuficiente,Frecuente,Moderada,Baja,Moderado,Adecuado,Bueno,Puntual,Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Ocasional,Constante,Media,Ninguna,Alto,Excelente,Inicio,Bajo,Excelente
95,Inicio,Inicio,Baja,Baja,Baja,Media,Critico,Insuficiente,Constante,Moderada,Frecuente,Alto,Adecuado,Regular,Puntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Muy_Bajo,Riesgo_moderado,Frecuente,Ocasional,Media,Parcial_alta,Muy_alto,Excelente,Inicio,Medio,Regular
96,Inicio,Inicio,Excelente,Media,Alta,Baja,Critico,Insuficiente,Constante,Inadecuada,Constante,Moderado,Regular,Deficiente,Impuntual,Medio,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Constante,Nula,Media,Parcial_alta,Moderado,Moderado,Inicio,Medio,Critico
97,Destacado,Destacado,Baja,Excelente,Media,Alta,Ejemplar,Adecuado,Minimo,Inadecuada,Frecuente,Alto,Adecuado,Deficiente,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Frecuente,Constante,Alta,Parcial_baja,Moderado,Bueno,Destacado,Bajo,Regular
98,Previsto,Previsto,Media,Alta,Media,Excelente,Moderado,Intensivo,Ocasional,Adecuada,Nula,Moderado,Regular,Bueno,Impuntual,Bajo,Sin_deuda,Beca_Parcial,Bajo,Riesgo_moderado,Nula,Ocasional,Baja,Tiempo_completo,Moderado,Bueno,Previsto,Bajo,Regular
99,Previsto,Previsto,Media,Baja,Baja,Alta,Moderado,Limitado,Minimo,Inadecuada,Baja,Moderado,Adecuado,Regular,Impuntual,Bajo,Sin_deuda,Beca_Total,Bajo,Riesgo_moderado,Ocasional,Nula,Baja,Ninguna,Alto,Bueno,En_proceso,Bajo,Critico
100,Inicio,Inicio,Excelente,Alta,Excelente,Media,Critico,Insuficiente,Constante,Moderada,Constante,Moderado,Deficiente,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Frecuente,Alta,Parcial_baja,Alto,Bueno,Inicio,Alto,Regular
101,En_proceso,Previsto,Media,Alta,Media,Alta,Moderado,Adecuado,Ocasional,Adecuada,Frecuente,Moderado,Adecuado,Excelente,Puntual,Medio,Sin_deuda,Beca_Parcial,Muy_Bajo,Sostenible,Frecuente,Constante,Alta,Ninguna,Alto,Bueno,En_proceso,Bajo,Excelente
102,En_proceso,Previsto,Baja,Excelente,Media,Baja,Moderado,Limitado,Constante,Inadecuada,Frecuente,Bajo,Adecuado,Bueno,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Frecuente,Nula,Baja,Tiempo_completo,Moderado,Moderado,Inicio,Alto,Regular
103,Previsto,En_proceso,Baja,Alta,Baja,Media,Ejemplar,Limitado,Frecuente,Adecuada,Constante,Bajo,Deficiente,Bueno,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Sostenible,Constante,Nula,Media,Parcial_alta,Muy_alto,Insuficiente,Previsto,Alto,Critico
104,Destacado,Destacado,Alta,Baja,Baja,Media,Ejemplar,Adecuado,Minimo,Inadecuada,Constante,Moderado,Regular,Deficiente,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Constante,Constante,Alta,Parcial_baja,Muy_alto,Moderado,Previsto,Bajo,Critico
105,Destacado,Destacado,Alta,Alta,Alta,Excelente,Ejemplar,Adecuado,Minimo,Moderada,Constante,Bajo,Excesivo,Bueno,Puntual,Muy_Bajo,Sin_deuda,Credito,Muy_Bajo,Estable,Constante,Nula,Media,Parcial_alta,Alto,Excelente,Destacado,Bajo,Excelente
106,Inicio,Inicio,Media,Alta,Media,Baja,Critico,Insuficiente,Constante,Inadecuada,Nula,Bajo,Regular,Regular,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Nula,Nula,Baja,Parcial_baja,Muy_alto,Bueno,Inicio,Alto,Critico
107,Inicio,Inicio,Media,Baja,Baja,Media,Moderado,Insuficiente,Frecuente,Adecuada,Frecuente,Alto,Adecuado,Bueno,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Frecuente,Frecuente,Media,Tiempo_completo,Moderado,Excelente,Inicio,Medio,Excelente
108,Destacado,Destacado,Baja,Media,Baja,Excelente,Consistente,Intensivo,Minimo,Inadecuada,Frecuente,Moderado,Excesivo,Deficiente,Puntual,Bajo,Con_deuda,Beca_Total,Bajo,Vulnerable,Frecuente,Constante,Alta,Parcial_baja,Alto,Excelente,Destacado,Bajo,Regular
109,Previsto,En_proceso,Alta,Media,Media,Media,Ejemplar,Insuficiente,Ocasional,Moderada,Constante,Alto,Adecuado,Regular,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Constante,Frecuente,Alta,Parcial_baja,Alto,Insuficiente,Previsto,Medio,Critico
110,Inicio,Inicio,Alta,Alta,Alta,Baja,Critico,Insuficiente,Constante,Moderada,Frecuente,Alto,Adecuado,Regular,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Frecuente,Constante,Alta,Tiempo_completo,Moderado,Bueno,Inicio,Alto,Excelente
111,En_proceso,En_proceso,Baja,Baja,Baja,Baja,Critico,Insuficiente,Frecuente,Inadecuada,Nula,Bajo,Excesivo,Regular,Impuntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Nula,Frecuente,Baja,Parcial_baja,Alto,Bueno,Inicio,Medio,Critico
112,Inicio,Inicio,Baja,Alta,Baja,Baja,Moderado,Insuficiente,Frecuente,Adecuada,Constante,Bajo,Excesivo,Excelente,Puntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Estable,Constante,Nula,Media,Ninguna,Moderado,Excelente,Inicio,Bajo,Excelente
113,En_proceso,Previsto,Baja,Excelente,Media,Alta,Critico,Limitado,Ocasional,Inadecuada,Frecuente,Alto,Regular,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Frecuente,Constante,Alta,Parcial_alta,Alto,Excelente,En_proceso,Bajo,Regular
114,Previsto,Previsto,Baja,Excelente,Media,Alta,Moderado,Intensivo,Frecuente,Adecuada,Nula,Bajo,Regular,Excelente,Impuntual,Medio,Con_deuda,Beca_Parcial,Muy_Bajo,Vulnerable,Nula,Ocasional,Baja,Tiempo_completo,Muy_alto,Bueno,Previsto,Medio,Regular
115,En_proceso,En_proceso,Alta,Excelente,Excelente,Media,Critico,Limitado,Frecuente,Inadecuada,Baja,Bajo,Regular,Regular,Puntual,Bajo,Sin_deuda,Beca_Parcial,Muy_Bajo,Estable,Ocasional,Ocasional,Baja,Parcial_baja,Alto,Moderado,En_proceso,Medio,Critico
116,En_proceso,En_proceso,Baja,Excelente,Media,Excelente,Critico,Limitado,Frecuente,Adecuada,Nula,Bajo,Excesivo,Excelente,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Muy_Bajo,Vulnerable,Nula,Frecuente,Baja,Ninguna,Alto,Excelente,En_proceso,Bajo,Excelente
117,En_proceso,En_proceso,Baja,Baja,Baja,Media,Critico,Adecuado,Frecuente,Inadecuada,Baja,Alto,Adecuado,Deficiente,Puntual,Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Ocasional,Ocasional,Baja,Parcial_baja,Alto,Insuficiente,Inicio,Medio,Critico
118,Inicio,Inicio,Baja,Alta,Baja,Media,Critico,Adecuado,Constante,Moderada,Nula,Bajo,Deficiente,Regular,Impuntual,Bajo,Sin_deuda,Beca_Total,Bajo,Riesgo_moderado,Nula,Nula,Baja,Parcial_alta,Bajo,Excelente,Inicio,Bajo,Excelente
119,Destacado,Destacado,Excelente,Media,Alta,Excelente,Ejemplar,Intensivo,Minimo,Inadecuada,Baja,Alto,Excesivo,Deficiente,Puntual,Medio,Sin_deuda,Credito,Muy_Bajo,Sostenible,Ocasional,Nula,Baja,Ninguna,Muy_alto,Excelente,Destacado,Bajo,Critico
120,Previsto,Previsto,Excelente,Excelente,Excelente,Alta,Ejemplar,Intensivo,Frecuente,Adecuada,Frecuente,Moderado,Adecuado,Excelente,Puntual,Bajo,Con_deuda,Credito,Muy_Bajo,Riesgo_moderado,Frecuente,Ocasional,Media,Parcial_alta,Moderado,Moderado,Destacado,Medio,Excelente
121,Inicio,Inicio,Baja,Media,Baja,Alta,Critico,Insuficiente,Ocasional,Inadecuada,Frecuente,Alto,Deficiente,Deficiente,Puntual,Medio,Sin_deuda,Credito,Bajo,Sostenible,Frecuente,Constante,Alta,Tiempo_completo,Bajo,Bueno,Inicio,Medio,Excelente
122,Destacado,Destacado,Media,Excelente,Alta,Excelente,Ejemplar,Intensivo,Minimo,Adecuada,Frecuente,Alto,Adecuado,Bueno,Impuntual,Medio,Sin_deuda,Credito,Bajo,Estable,Frecuente,Frecuente,Media,Parcial_baja,Muy_alto,Moderado,Destacado,Bajo,Critico
123,Inicio,Inicio,Baja,Alta,Baja,Alta,Critico,Limitado,Constante,Adecuada,Constante,Bajo,Regular,Excelente,Puntual,Bajo,Sin_deuda,Beca_Total,Muy_Bajo,Estable,Constante,Constante,Alta,Parcial_baja,Alto,Moderado,Inicio,Medio,Excelente
124,Destacado,Destacado,Alta,Excelente,Excelente,Excelente,Ejemplar,Intensivo,Minimo,Inadecuada,Nula,Moderado,Excesivo,Deficiente,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Bajo,Estable,Nula,Ocasional,Baja,Parcial_baja,Alto,Moderado,Destacado,Bajo,Critico
125,Previsto,En_proceso,Baja,Baja,Baja,Excelente,Moderado,Adecuado,Ocasional,Moderada,Nula,Alto,Deficiente,Deficiente,Impuntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Nula,Ocasional,Baja,Ninguna,Moderado,Bueno,Previsto,Bajo,Critico
126,Destacado,Destacado,Alta,Baja,Baja,Excelente,Ejemplar,Intensivo,Minimo,Inadecuada,Constante,Alto,Excesivo,Deficiente,Puntual,Alto,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Nula,Media,Tiempo_completo,Moderado,Excelente,Destacado,Bajo,Regular
127,Destacado,Previsto,Alta,Excelente,Excelente,Excelente,Consistente,Intensivo,Ocasional,Moderada,Nula,Bajo,Adecuado,Excelente,Impuntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Nula,Nula,Baja,Parcial_baja,Muy_alto,Excelente,Destacado,Bajo,Regular
128,Inicio,En_proceso,Excelente,Baja,Media,Baja,Moderado,Limitado,Frecuente,Adecuada,Constante,Alto,Deficiente,Deficiente,Impuntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Estable,Constante,Ocasional,Media,Parcial_baja,Muy_alto,Insuficiente,Inicio,Alto,Critico
129,Previsto,Previsto,Baja,Excelente,Media,Alta,Consistente,Adecuado,Frecuente,Adecuada,Constante,Bajo,Excesivo,Excelente,Impuntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Constante,Constante,Alta,Parcial_alta,Moderado,Excelente,Previsto,Bajo,Excelente
130,Destacado,Destacado,Excelente,Baja,Media,Excelente,Ejemplar,Intensivo,Ocasional,Moderada,Baja,Alto,Adecuado,Regular,Puntual,Bajo,Con_deuda,Pago_Directo,Muy_Bajo,Vulnerable,Ocasional,Constante,Media,Parcial_baja,Muy_alto,Bueno,Destacado,Bajo,Critico
131,Previsto,En_proceso,Excelente,Alta,Excelente,Media,Ejemplar,Intensivo,Ocasional,Inadecuada,Constante,Alto,Regular,Deficiente,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Sostenible,Constante,Constante,Alta,Parcial_alta,Moderado,Moderado,Destacado,Medio,Regular
132,En_proceso,En_proceso,Baja,Media,Baja,Baja,Consistente,Insuficiente,Frecuente,Moderada,Nula,Moderado,Regular,Regular,Impuntual,Medio,Con_deuda,Pago_Directo,Bajo,Vulnerable,Nula,Nula,Baja,Ninguna,Alto,Insuficiente,Inicio,Medio,Critico
133,Destacado,Destacado,Media,Alta,Media,Baja,Moderado,Adecuado,Frecuente,Inadecuada,Baja,Moderado,Excesivo,Deficiente,Impuntual,Muy_Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Ocasional,Constante,Media,Tiempo_completo,Moderado,Moderado,En_proceso,Medio,Critico
134,Previsto,En_proceso,Baja,Alta,Baja,Media,Moderado,Limitado,Ocasional,Adecuada,Frecuente,Moderado,Regular,Bueno,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Medio,Estable,Frecuente,Ocasional,Media,Tiempo_completo,Bajo,Excelente,En_proceso,Bajo,Excelente
135,Inicio,Inicio,Baja,Media,Baja,Baja,Moderado,Insuficiente,Frecuente,Moderada,Baja,Alto,Deficiente,Deficiente,Impuntual,Medio,Con_deuda,Credito,Muy_Bajo,Vulnerable,Ocasional,Nula,Baja,Parcial_alta,Moderado,Bueno,Inicio,Medio,Critico
136,En_proceso,En_proceso,Media,Baja,Baja,Media,Consistente,Limitado,Minimo,Adecuada,Constante,Bajo,Deficiente,Bueno,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Constante,Alta,Tiempo_completo,Moderado,Bueno,En_proceso,Medio,Excelente
137,Inicio,Inicio,Alta,Baja,Baja,Baja,Critico,Insuficiente,Frecuente,Inadecuada,Nula,Bajo,Regular,Regular,Puntual,Alto,Sin_deuda,Pago_Directo,Bajo,Sostenible,Nula,Frecuente,Baja,Ninguna,Bajo,Moderado,Inicio,Medio,Regular
138,Destacado,Destacado,Media,Alta,Media,Excelente,Ejemplar,Intensivo,Minimo,Moderada,Frecuente,Alto,Excesivo,Deficiente,Puntual,Medio,Con_deuda,Pago_Directo,Bajo,Riesgo_moderado,Frecuente,Nula,Baja,Parcial_baja,Bajo,Bueno,Destacado,Bajo,Regular
139,Previsto,Previsto,Excelente,Alta,Excelente,Alta,Consistente,Limitado,Ocasional,Moderada,Frecuente,Moderado,Regular,Regular,Impuntual,Alto,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Frecuente,Ocasional,Media,Parcial_alta,Bajo,Insuficiente,Previsto,Medio,Regular
140,Destacado,Destacado,Baja,Excelente,Media,Alta,Ejemplar,Intensivo,Minimo,Inadecuada,Frecuente,Bajo,Deficiente,Deficiente,Puntual,Medio,Sin_deuda,Beca_Total,Bajo,Sostenible,Frecuente,Ocasional,Media,Parcial_alta,Bajo,Moderado,Destacado,Bajo,Regular
141,Inicio,Inicio,Excelente,Alta,Excelente,Baja,Critico,Insuficiente,Frecuente,Moderada,Baja,Alto,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Ocasional,Frecuente,Media,Parcial_baja,Moderado,Bueno,Inicio,Medio,Regular
142,En_proceso,En_proceso,Baja,Media,Baja,Baja,Consistente,Limitado,Frecuente,Adecuada,Baja,Alto,Regular,Regular,Impuntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Riesgo_moderado,Ocasional,Ocasional,Baja,Parcial_baja,Muy_alto,Insuficiente,Inicio,Alto,Critico
143,En_proceso,En_proceso,Excelente,Media,Alta,Alta,Moderado,Insuficiente,Constante,Adecuada,Constante,Bajo,Excesivo,Excelente,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Constante,Constante,Alta,Ninguna,Bajo,Excelente,En_proceso,Bajo,Excelente
144,En_proceso,En_proceso,Media,Baja,Baja,Baja,Critico,Insuficiente,Constante,Moderada,Nula,Moderado,Regular,Regular,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Nula,Nula,Baja,Parcial_baja,Alto,Insuficiente,Inicio,Alto,Critico
145,En_proceso,Previsto,Baja,Media,Baja,Baja,Moderado,Insuficiente,Frecuente,Moderada,Constante,Moderado,Excesivo,Regular,Puntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Estable,Constante,Ocasional,Media,Ninguna,Moderado,Bueno,Inicio,Medio,Regular
146,Inicio,Inicio,Excelente,Excelente,Excelente,Media,Consistente,Insuficiente,Ocasional,Inadecuada,Frecuente,Alto,Adecuado,Deficiente,Puntual,Bajo,Con_deuda,Credito,Muy_Bajo,Vulnerable,Frecuente,Frecuente,Media,Tiempo_completo,Muy_alto,Moderado,En_proceso,Medio,Critico
147,En_proceso,En_proceso,Media,Excelente,Alta,Alta,Critico,Adecuado,Constante,Adecuada,Constante,Alto,Deficiente,Deficiente,Puntual,Alto,Sin_deuda,Pago_Directo,Bajo,Sostenible,Constante,Frecuente,Alta,Ninguna,Alto,Bueno,En_proceso,Medio,Regular
148,Previsto,En_proceso,Alta,Media,Media,Media,Moderado,Limitado,Minimo,Inadecuada,Frecuente,Moderado,Excesivo,Deficiente,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Frecuente,Ocasional,Media,Ninguna,Moderado,Insuficiente,En_proceso,Bajo,Critico
149,En_proceso,En_proceso,Alta,Alta,Alta,Baja,Moderado,Limitado,Constante,Adecuada,Nula,Alto,Regular,Regular,Puntual,Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Nula,Frecuente,Baja,Parcial_alta,Moderado,Insuficiente,En_proceso,Alto,Critico
150,Destacado,Previsto,Media,Excelente,Alta,Excelente,Ejemplar,Limitado,Ocasional,Moderada,Frecuente,Moderado,Adecuado,Bueno,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Frecuente,Constante,Alta,Parcial_alta,Alto,Excelente,Destacado,Bajo,Excelente
151,Destacado,Destacado,Alta,Media,Media,Excelente,Critico,Intensivo,Frecuente,Moderada,Constante,Moderado,Excesivo,Regular,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Constante,Constante,Alta,Tiempo_completo,Bajo,Moderado,Previsto,Bajo,Excelente
152,Destacado,Previsto,Excelente,Baja,Media,Excelente,Ejemplar,Intensivo,Minimo,Adecuada,Baja,Alto,Deficiente,Deficiente,Puntual,Bajo,Con_deuda,Credito,Bajo,Riesgo_moderado,Ocasional,Constante,Media,Parcial_alta,Bajo,Excelente,Destacado,Bajo,Excelente
153,En_proceso,En_proceso,Baja,Baja,Baja,Alta,Moderado,Adecuado,Ocasional,Inadecuada,Constante,Bajo,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Sostenible,Constante,Constante,Alta,Parcial_baja,Alto,Excelente,En_proceso,Bajo,Regular
154,Inicio,En_proceso,Alta,Alta,Alta,Baja,Critico,Limitado,Constante,Moderada,Baja,Bajo,Adecuado,Excelente,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Ocasional,Frecuente,Media,Tiempo_completo,Muy_alto,Insuficiente,Inicio,Alto,Critico
155,Inicio,Inicio,Excelente,Excelente,Excelente,Media,Critico,Insuficiente,Constante,Moderada,Nula,Bajo,Regular,Bueno,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Nula,Constante,Media,Parcial_alta,Bajo,Moderado,Inicio,Alto,Excelente
156,Destacado,Previsto,Baja,Alta,Baja,Alta,Consistente,Intensivo,Minimo,Inadecuada,Baja,Alto,Deficiente,Deficiente,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Ocasional,Ocasional,Baja,Ninguna,Moderado,Bueno,Previsto,Bajo,Critico
157,Inicio,Inicio,Baja,Baja,Baja,Alta,Moderado,Insuficiente,Constante,Moderada,Constante,Alto,Deficiente,Deficiente,Puntual,Medio,Con_deuda,Pago_Directo,Bajo,Riesgo_moderado,Constante,Ocasional,Media,Parcial_alta,Moderado,Excelente,Inicio,Bajo,Regular
158,Inicio,Inicio,Excelente,Baja,Media,Media,Consistente,Limitado,Constante,Adecuada,Baja,Moderado,Deficiente,Regular,Puntual,Medio,Sin_deuda,Beca_Total,Bajo,Estable,Ocasional,Ocasional,Baja,Tiempo_completo,Muy_alto,Excelente,En_proceso,Alto,Critico
159,Previsto,Previsto,Media,Excelente,Alta,Media,Moderado,Limitado,Minimo,Adecuada,Constante,Alto,Excesivo,Regular,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Estable,Constante,Ocasional,Media,Parcial_baja,Moderado,Moderado,Previsto,Bajo,Regular
160,En_proceso,En_proceso,Media,Excelente,Alta,Excelente,Ejemplar,Limitado,Minimo,Inadecuada,Constante,Bajo,Deficiente,Deficiente,Puntual,Medio,Sin_deuda,Credito,Bajo,Sostenible,Constante,Ocasional,Media,Parcial_baja,Bajo,Excelente,Previsto,Bajo,Excelente
161,En_proceso,Previsto,Baja,Alta,Baja,Baja,Consistente,Insuficiente,Frecuente,Adecuada,Baja,Alto,Regular,Regular,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Ocasional,Constante,Media,Ninguna,Muy_alto,Insuficiente,Inicio,Alto,Critico
162,Destacado,Destacado,Alta,Alta,Alta,Excelente,Ejemplar,Intensivo,Minimo,Inadecuada,Nula,Moderado,Adecuado,Regular,Puntual,Medio,Con_deuda,Beca_Total,Bajo,Vulnerable,Nula,Ocasional,Baja,Ninguna,Bajo,Excelente,Destacado,Bajo,Excelente
163,Inicio,Inicio,Baja,Baja,Baja,Baja,Moderado,Insuficiente,Constante,Inadecuada,Frecuente,Moderado,Regular,Deficiente,Puntual,Muy_Bajo,Con_deuda,Credito,Bajo,Vulnerable,Frecuente,Nula,Baja,Parcial_baja,Muy_alto,Excelente,Inicio,Medio,Critico
164,En_proceso,Previsto,Media,Excelente,Alta,Media,Consistente,Adecuado,Minimo,Inadecuada,Baja,Moderado,Deficiente,Deficiente,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Ocasional,Frecuente,Media,Parcial_alta,Alto,Insuficiente,En_proceso,Medio,Critico
165,Inicio,En_proceso,Excelente,Excelente,Excelente,Baja,Moderado,Insuficiente,Frecuente,Inadecuada,Constante,Alto,Excesivo,Deficiente,Impuntual,Medio,Sin_deuda,Beca_Total,Bajo,Riesgo_moderado,Constante,Nula,Media,Ninguna,Moderado,Moderado,Inicio,Medio,Critico
166,Inicio,Inicio,Media,Media,Baja,Baja,Critico,Insuficiente,Frecuente,Inadecuada,Baja,Moderado,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Ocasional,Nula,Baja,Tiempo_completo,Muy_alto,Insuficiente,Inicio,Alto,Critico
167,Destacado,Destacado,Media,Alta,Media,Alta,Ejemplar,Intensivo,Minimo,Adecuada,Baja,Alto,Excesivo,Regular,Puntual,Muy_Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Ocasional,Nula,Baja,Tiempo_completo,Alto,Moderado,Destacado,Bajo,Critico
168,Previsto,Previsto,Excelente,Baja,Media,Excelente,Critico,Insuficiente,Ocasional,Moderada,Constante,Bajo,Excesivo,Bueno,Puntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Sostenible,Constante,Ocasional,Media,Parcial_alta,Bajo,Excelente,En_proceso,Bajo,Excelente
169,Destacado,Destacado,Alta,Baja,Baja,Excelente,Ejemplar,Intensivo,Minimo,Inadecuada,Baja,Alto,Regular,Deficiente,Puntual,Medio,Con_deuda,Pago_Directo,Bajo,Riesgo_moderado,Ocasional,Ocasional,Baja,Tiempo_completo,Alto,Moderado,Destacado,Bajo,Critico
170,Destacado,Previsto,Excelente,Baja,Media,Baja,Ejemplar,Adecuado,Minimo,Inadecuada,Baja,Bajo,Adecuado,Bueno,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Ocasional,Constante,Media,Ninguna,Bajo,Insuficiente,Previsto,Bajo,Regular
171,Inicio,Inicio,Media,Baja,Baja,Baja,Critico,Insuficiente,Constante,Adecuada,Baja,Bajo,Adecuado,Excelente,Impuntual,Medio,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Ocasional,Frecuente,Media,Parcial_baja,Muy_alto,Moderado,Inicio,Alto,Regular
172,Destacado,Destacado,Excelente,Media,Alta,Excelente,Ejemplar,Intensivo,Minimo,Adecuada,Baja,Alto,Regular,Regular,Puntual,Bajo,Con_deuda,Credito,Bajo,Vulnerable,Ocasional,Ocasional,Baja,Parcial_alta,Muy_alto,Excelente,Destacado,Bajo,Critico
173,En_proceso,En_proceso,Baja,Media,Baja,Baja,Critico,Limitado,Constante,Inadecuada,Frecuente,Bajo,Excesivo,Regular,Impuntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Riesgo_moderado,Frecuente,Ocasional,Media,Tiempo_completo,Moderado,Bueno,Inicio,Alto,Regular
