id,pps_actual_20,pps_anterior_20,asistencia_teorico_pct,asistencia_laboratorio_pct,asistencia_total_pct,autoeficacia_academica,entregas_tarea_puntual,horas_de_estudio_semana,indice_procrastinacion,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,horas_deporte,horas_cultura,horas_extracurriculares,horas_trabajo_semana,estres,apoyo_social,rendimiento,riesgo_de_desercion,bienestar_estudiantil
1238,Destacado,Destacado,Excelente,Alta,Excelente,Excelente,Consistente,Intensivo,Ocasional,Moderada,Nula,Bajo,Excesivo,Bueno,Puntual,Medio,Con_deuda,Credito,Bajo,Riesgo_moderado,Nula,Constante,Media,Ninguna,Muy_alto,Excelente,Destacado,Bajo,Regular
1239,Previsto,Previsto,Media,Alta,Media,Alta,Moderado,Limitado,Ocasional,Moderada,Nula,Bajo,Regular,Bueno,Puntual,Muy_Bajo,Con_deuda,Beca_Parcial,Muy_Bajo,Riesgo_moderado,Nula,Ocasional,Baja,Ninguna,Alto,Bueno,Previsto,Bajo,Regular
1240,Previsto,Previsto,Alta,Alta,Alta,Excelente,Consistente,Adecuado,Minimo,Moderada,Constante,Alto,Excesivo,Deficiente,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Constante,Ocasional,Media,Ninguna,Alto,Moderado,Destacado,Bajo,Critico
1241,Destacado,Destacado,Baja,Alta,Baja,Excelente,Moderado,Intensivo,Minimo,Moderada,Nula,Alto,Excesivo,Deficiente,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Nula,Nula,Baja,Tiempo_completo,Moderado,Insuficiente,Previsto,Medio,Critico
1242,Inicio,En_proceso,Excelente,Alta,Excelente,Media,Moderado,Insuficiente,Frecuente,Adecuada,Frecuente,Alto,Deficiente,Deficiente,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Frecuente,Frecuente,Media,Parcial_baja,Moderado,Excelente,En_proceso,Medio,Regular
1243,Destacado,Destacado,Excelente,Excelente,Excelente,Baja,Ejemplar,Adecuado,Minimo,Adecuada,Constante,Alto,Deficiente,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Beca_Total,Bajo,Estable,Constante,Ocasional,Media,Ninguna,Moderado,Insuficiente,Destacado,Medio,Critico
1244,Previsto,Previsto,Media,Excelente,Alta,Alta,Ejemplar,Limitado,Minimo,Moderada,Frecuente,Alto,Regular,Deficiente,Puntual,Medio,Con_deuda,Pago_Directo,Bajo,Riesgo_moderado,Frecuente,Frecuente,Media,Parcial_baja,Muy_alto,Moderado,Previsto,Bajo,Critico
1245,Inicio,Inicio,Media,Alta,Media,Baja,Consistente,Insuficiente,Ocasional,Inadecuada,Baja,Bajo,Deficiente,Deficiente,Puntual,Muy_Bajo,Con_deuda,Beca_Parcial,Bajo,Vulnerable,Ocasional,Ocasional,Baja,Ninguna,Moderado,Moderado,Inicio,Bajo,Critico
1246,En_proceso,En_proceso,Alta,Media,Media,Baja,Moderado,Insuficiente,Frecuente,Inadecuada,Baja,Bajo,Adecuado,Bueno,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Ocasional,Frecuente,Media,Ninguna,Alto,Insuficiente,Inicio,Medio,Critico
1247,Destacado,Destacado,Excelente,Media,Alta,Alta,Ejemplar,Intensivo,Minimo,Moderada,Frecuente,Bajo,Adecuado,Excelente,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Estable,Frecuente,Ocasional,Media,Parcial_baja,Muy_alto,Insuficiente,Destacado,Medio,Critico
1248,En_proceso,Inicio,Alta,Baja,Baja,Media,Critico,Insuficiente,Frecuente,Moderada,Baja,Alto,Regular,Deficiente,Puntual,Medio,Con_deuda,Beca_Parcial,Bajo,Riesgo_moderado,Ocasional,Nula,Baja,Parcial_alta,Moderado,Bueno,Inicio,Medio,Critico
1249,Destacado,Destacado,Baja,Baja,Baja,Alta,Ejemplar,Intensivo,Minimo,Inadecuada,Frecuente,Moderado,Regular,Deficiente,Puntual,Muy_Bajo,Con_deuda,Beca_Parcial,Bajo,Vulnerable,Frecuente,Frecuente,Media,Parcial_alta,Muy_alto,Moderado,Destacado,Bajo,Critico
1250,Destacado,Destacado,Alta,Baja,Baja,Excelente,Critico,Adecuado,Ocasional,Moderada,Frecuente,Moderado,Adecuado,Bueno,Puntual,Bajo,Sin_deuda,Beca_Parcial,Bajo,Estable,Frecuente,Ocasional,Media,Parcial_alta,Alto,Bueno,Previsto,Bajo,Regular
1251,Previsto,Previsto,Media,Excelente,Alta,Alta,Ejemplar,Adecuado,Minimo,Inadecuada,Frecuente,Bajo,Deficiente,Deficiente,Puntual,Muy_Bajo,Con_deuda,Credito,Muy_Bajo,Vulnerable,Frecuente,Frecuente,Media,Parcial_alta,Muy_alto,Excelente,Destacado,Bajo,Critico
1252,Destacado,Destacado,Excelente,Alta,Excelente,Excelente,Ejemplar,Intensivo,Minimo,Inadecuada,Constante,Bajo,Adecuado,Bueno,Puntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Sostenible,Constante,Constante,Alta,Parcial_baja,Alto,Excelente,Destacado,Bajo,Excelente
1253,En_proceso,Previsto,Media,Baja,Baja,Baja,Consistente,Adecuado,Constante,Adecuada,Constante,Bajo,Adecuado,Excelente,Puntual,Alto,Con_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Ocasional,Media,Parcial_alta,Muy_alto,Insuficiente,En_proceso,Alto,Critico
1254,Inicio,Inicio,Excelente,Media,Alta,Baja,Consistente,Limitado,Constante,Adecuada,Frecuente,Moderado,Adecuado,Excelente,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Frecuente,Nula,Baja,Parcial_baja,Alto,Insuficiente,En_proceso,Alto,Critico
1255,En_proceso,Inicio,Excelente,Baja,Media,Baja,Consistente,Insuficiente,Frecuente,Inadecuada,Frecuente,Moderado,Adecuado,Regular,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Estable,Frecuente,Ocasional,Media,Parcial_baja,Alto,Moderado,En_proceso,Alto,Critico
1256,Previsto,Previsto,Media,Media,Baja,Excelente,Moderado,Adecuado,Ocasional,Moderada,Frecuente,Bajo,Adecuado,Excelente,Impuntual,Bajo,Sin_deuda,Beca_Total,Bajo,Riesgo_moderado,Frecuente,Ocasional,Media,Parcial_baja,Bajo,Bueno,Previsto,Bajo,Excelente
1257,En_proceso,En_proceso,Media,Alta,Media,Baja,Moderado,Adecuado,Frecuente,Moderada,Constante,Alto,Deficiente,Deficiente,Puntual,Alto,Con_deuda,Pago_Directo,Bajo,Estable,Constante,Constante,Alta,Parcial_baja,Moderado,Insuficiente,En_proceso,Alto,Critico
1258,En_proceso,En_proceso,Alta,Alta,Alta,Alta,Consistente,Limitado,Ocasional,Inadecuada,Baja,Alto,Excesivo,Deficiente,Puntual,Muy_Bajo,Con_deuda,Beca_Parcial,Bajo,Vulnerable,Ocasional,Nula,Baja,Ninguna,Moderado,Excelente,Previsto,Bajo,Regular
1259,Destacado,Destacado,Baja,Excelente,Media,Alta,Moderado,Adecuado,Minimo,Inadecuada,Frecuente,Moderado,Adecuado,Regular,Puntual,Bajo,Sin_deuda,Credito,Bajo,Sostenible,Frecuente,Ocasional,Media,Ninguna,Alto,Bueno,Previsto,Bajo,Regular
1260,En_proceso,En_proceso,Alta,Baja,Baja,Media,Critico,Limitado,Frecuente,Inadecuada,Nula,Bajo,Adecuado,Bueno,Impuntual,Bajo,Sin_deuda,Beca_Total,Bajo,Riesgo_moderado,Nula,Nula,Baja,Parcial_alta,Bajo,Excelente,Inicio,Bajo,Excelente
1261,Previsto,En_proceso,Alta,Media,Media,Alta,Consistente,Intensivo,Ocasional,Adecuada,Baja,Alto,Regular,Regular,Puntual,Medio,Con_deuda,Beca_Parcial,Muy_Bajo,Vulnerable,Ocasional,Frecuente,Media,Parcial_alta,Bajo,Moderado,Previsto,Bajo,Regular
1262,En_proceso,En_proceso,Media,Alta,Media,Media,Moderado,Adecuado,Ocasional,Moderada,Constante,Moderado,Deficiente,Deficiente,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Frecuente,Alta,Parcial_baja,Alto,Moderado,En_proceso,Alto,Critico
1263,Destacado,Destacado,Alta,Excelente,Excelente,Excelente,Ejemplar,Intensivo,Ocasional,Inadecuada,Baja,Alto,Excesivo,Deficiente,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Ocasional,Ocasional,Baja,Tiempo_completo,Alto,Excelente,Destacado,Bajo,Critico
1264,Inicio,Inicio,Baja,Alta,Baja,Media,Critico,Adecuado,Frecuente,Inadecuada,Nula,Moderado,Regular,Deficiente,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Nula,Frecuente,Baja,Parcial_alta,Muy_alto,Insuficiente,Inicio,Alto,Critico
1265,Destacado,Destacado,Excelente,Media,Alta,Alta,Moderado,Intensivo,Ocasional,Moderada,Nula,Moderado,Adecuado,Bueno,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Nula,Frecuente,Baja,Tiempo_completo,Muy_alto,Moderado,Destacado,Alto,Critico
1266,Previsto,Previsto,Baja,Media,Baja,Baja,Consistente,Adecuado,Constante,Adecuada,Baja,Bajo,Adecuado,Excelente,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Ocasional,Ocasional,Baja,Parcial_alta,Moderado,Insuficiente,En_proceso,Alto,Regular
1267,En_proceso,En_proceso,Media,Baja,Baja,Alta,Ejemplar,Adecuado,Ocasional,Inadecuada,Nula,Moderado,Adecuado,Regular,Impuntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Estable,Nula,Frecuente,Baja,Ninguna,Bajo,Bueno,Previsto,Bajo,Regular
1268,En_proceso,En_proceso,Excelente,Excelente,Excelente,Media,Consistente,Limitado,Minimo,Moderada,Baja,Bajo,Deficiente,Regular,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Vulnerable,Ocasional,Constante,Media,Tiempo_completo,Bajo,Excelente,Previsto,Bajo,Excelente
1269,Previsto,Previsto,Media,Alta,Media,Media,Consistente,Limitado,Frecuente,Inadecuada,Frecuente,Alto,Regular,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Estable,Frecuente,Frecuente,Media,Tiempo_completo,Moderado,Insuficiente,Previsto,Alto,Critico
1270,Previsto,En_proceso,Excelente,Media,Alta,Excelente,Consistente,Intensivo,Ocasional,Inadecuada,Constante,Moderado,Deficiente,Deficiente,Puntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Sostenible,Constante,Nula,Media,Parcial_baja,Moderado,Bueno,Destacado,Bajo,Regular
1271,Inicio,Inicio,Baja,Alta,Baja,Media,Critico,Insuficiente,Frecuente,Moderada,Nula,Moderado,Regular,Regular,Puntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Estable,Nula,Ocasional,Baja,Ninguna,Alto,Excelente,Inicio,Bajo,Regular
1272,En_proceso,Inicio,Baja,Media,Baja,Baja,Critico,Insuficiente,Constante,Moderada,Constante,Alto,Excesivo,Deficiente,Puntual,Muy_Bajo,Con_deuda,Credito,Bajo,Vulnerable,Constante,Frecuente,Alta,Ninguna,Moderado,Bueno,Inicio,Bajo,Regular
1273,Previsto,Previsto,Baja,Media,Baja,Media,Moderado,Intensivo,Frecuente,Moderada,Nula,Alto,Regular,Deficiente,Impuntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Nula,Nula,Baja,Tiempo_completo,Alto,Moderado,En_proceso,Alto,Critico
1274,Previsto,Previsto,Excelente,Baja,Media,Excelente,Consistente,Adecuado,Frecuente,Moderada,Baja,Moderado,Excesivo,Regular,Impuntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Riesgo_moderado,Ocasional,Frecuente,Media,Ninguna,Bajo,Excelente,Previsto,Bajo,Excelente
1275,En_proceso,Inicio,Baja,Excelente,Media,Baja,Consistente,Limitado,Ocasional,Adecuada,Constante,Bajo,Regular,Excelente,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Constante,Frecuente,Alta,Parcial_alta,Alto,Insuficiente,En_proceso,Alto,Regular
1276,Previsto,Destacado,Alta,Excelente,Excelente,Alta,Consistente,Limitado,Ocasional,Moderada,Nula,Alto,Excesivo,Deficiente,Impuntual,Bajo,Con_deuda,Pago_Directo,Bajo,Vulnerable,Nula,Constante,Media,Parcial_alta,Alto,Insuficiente,Previsto,Medio,Critico
1277,En_proceso,Inicio,Media,Excelente,Alta,Media,Ejemplar,Adecuado,Frecuente,Adecuada,Nula,Alto,Regular,Regular,Puntual,Medio,Sin_deuda,Credito,Bajo,Sostenible,Nula,Ocasional,Baja,Ninguna,Muy_alto,Excelente,Previsto,Medio,Critico
1278,Previsto,En_proceso,Excelente,Baja,Media,Media,Consistente,Adecuado,Ocasional,Adecuada,Baja,Bajo,Regular,Excelente,Puntual,Alto,Con_deuda,Pago_Directo,Bajo,Sostenible,Ocasional,Frecuente,Media,Parcial_alta,Alto,Moderado,Previsto,Alto,Regular
1279,Destacado,Destacado,Media,Excelente,Alta,Excelente,Consistente,Intensivo,Ocasional,Adecuada,Constante,Moderado,Adecuado,Excelente,Puntual,Medio,Con_deuda,Pago_Directo,Bajo,Riesgo_moderado,Constante,Nula,Media,Parcial_alta,Bajo,Excelente,Destacado,Bajo,Excelente
1280,En_proceso,En_proceso,Baja,Media,Baja,Alta,Ejemplar,Limitado,Minimo,Inadecuada,Nula,Alto,Adecuado,Deficiente,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Nula,Nula,Baja,Parcial_baja,Bajo,Moderado,En_proceso,Bajo,Critico
1281,Previsto,Previsto,Excelente,Excelente,Excelente,Alta,Moderado,Adecuado,Minimo,Moderada,Nula,Bajo,Regular,Bueno,Puntual,Alto,Sin_deuda,Credito,Bajo,Sostenible,Nula,Nula,Baja,Parcial_baja,Alto,Excelente,Previsto,Bajo,Regular
1282,Previsto,Previsto,Alta,Media,Media,Excelente,Consistente,Intensivo,Minimo,Inadecuada,Frecuente,Alto,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Estable,Frecuente,Nula,Baja,Tiempo_completo,Bajo,Bueno,Destacado,Bajo,Regular
1283,Destacado,Destacado,Media,Baja,Baja,Alta,Ejemplar,Intensivo,Minimo,Moderada,Nula,Alto,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Nula,Ocasional,Baja,Parcial_alta,Moderado,Bueno,Destacado,Bajo,Critico
1284,En_proceso,En_proceso,Media,Excelente,Alta,Baja,Critico,Limitado,Constante,Inadecuada,Nula,Alto,Excesivo,Deficiente,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Nula,Ocasional,Baja,Parcial_alta,Muy_alto,Bueno,Inicio,Alto,Critico
1285,Destacado,Destacado,Excelente,Baja,Media,Media,Ejemplar,Limitado,Minimo,Inadecuada,Nula,Alto,Excesivo,Deficiente,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Nula,Frecuente,Baja,Parcial_baja,Muy_alto,Insuficiente,Previsto,Alto,Critico
1286,En_proceso,En_proceso,Baja,Alta,Baja,Alta,Ejemplar,Adecuado,Minimo,Adecuada,Frecuente,Alto,Deficiente,Deficiente,Puntual,Medio,Con_deuda,Pago_Directo,Bajo,Riesgo_moderado,Frecuente,Nula,Baja,Ninguna,Bajo,Insuficiente,Previsto,Bajo,Critico
1287,Destacado,Destacado,Baja,Media,Baja,Excelente,Ejemplar,Intensivo,Ocasional,Adecuada,Frecuente,Moderado,Adecuado,Excelente,Impuntual,Bajo,Sin_deuda,Credito,Bajo,Riesgo_moderado,Frecuente,Nula,Baja,Tiempo_completo,Bajo,Excelente,Destacado,Bajo,Excelente
1288,Destacado,Destacado,Baja,Alta,Baja,Excelente,Moderado,Intensivo,Ocasional,Adecuada,Frecuente,Bajo,Deficiente,Bueno,Puntual,Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Frecuente,Constante,Alta,Parcial_alta,Moderado,Excelente,Previsto,Bajo,Excelente
1289,En_proceso,En_proceso,Baja,Alta,Baja,Media,Consistente,Adecuado,Constante,Moderada,Nula,Moderado,Regular,Regular,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Nula,Frecuente,Baja,Parcial_baja,Muy_alto,Bueno,En_proceso,Medio,Critico
1290,Destacado,Destacado,Excelente,Excelente,Excelente,Excelente,Ejemplar,Intensivo,Minimo,Inadecuada,Baja,Alto,Regular,Deficiente,Puntual,Medio,Sin_deuda,Credito,Bajo,Sostenible,Ocasional,Nula,Baja,Parcial_alta,Moderado,Excelente,Destacado,Bajo,Regular
1291,En_proceso,En_proceso,Excelente,Baja,Media,Media,Critico,Limitado,Ocasional,Inadecuada,Frecuente,Bajo,Adecuado,Bueno,Puntual,Medio,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Frecuente,Constante,Alta,Parcial_alta,Moderado,Excelente,Inicio,Medio,Excelente
1292,Previsto,Previsto,Baja,Excelente,Media,Alta,Ejemplar,Intensivo,Frecuente,Moderada,Nula,Alto,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Pago_Directo,Muy_Bajo,Estable,Nula,Frecuente,Baja,Ninguna,Muy_alto,Excelente,Destacado,Bajo,Critico
1293,Destacado,Destacado,Excelente,Media,Alta,Excelente,Consistente,Intensivo,Frecuente,Inadecuada,Frecuente,Moderado,Excesivo,Deficiente,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Estable,Frecuente,Nula,Baja,Tiempo_completo,Moderado,Excelente,Destacado,Bajo,Regular
1294,En_proceso,En_proceso,Alta,Baja,Baja,Baja,Critico,Intensivo,Frecuente,Adecuada,Frecuente,Alto,Deficiente,Deficiente,Puntual,Medio,Con_deuda,Pago_Directo,Muy_Bajo,Riesgo_moderado,Frecuente,Nula,Baja,Ninguna,Moderado,Insuficiente,Inicio,Medio,Critico
1295,Destacado,Destacado,Media,Media,Baja,Excelente,Ejemplar,Intensivo,Minimo,Inadecuada,Constante,Moderado,Excesivo,Deficiente,Impuntual,Bajo,Sin_deuda,Beca_Total,Muy_Bajo,Riesgo_moderado,Constante,Frecuente,Alta,Parcial_alta,Muy_alto,Excelente,Destacado,Bajo,Regular
1296,En_proceso,En_proceso,Baja,Excelente,Media,Excelente,Critico,Limitado,Frecuente,Inadecuada,Frecuente,Moderado,Adecuado,Regular,Impuntual,Medio,Sin_deuda,Beca_Parcial,Bajo,Estable,Frecuente,Frecuente,Media,Parcial_baja,Muy_alto,Excelente,En_proceso,Bajo,Regular
1297,Inicio,Inicio,Alta,Baja,Baja,Baja,Moderado,Insuficiente,Constante,Inadecuada,Constante,Moderado,Regular,Deficiente,Puntual,Bajo,Sin_deuda,Beca_Total,Bajo,Estable,Constante,Constante,Alta,Parcial_baja,Alto,Insuficiente,Inicio,Alto,Critico
1298,Previsto,Previsto,Excelente,Excelente,Excelente,Excelente,Consistente,Limitado,Constante,Adecuada,Constante,Moderado,Adecuado,Excelente,Puntual,Muy_Bajo,Con_deuda,Beca_Parcial,Muy_Bajo,Vulnerable,Constante,Ocasional,Media,Tiempo_completo,Alto,Excelente,Destacado,Bajo,Excelente
1299,Destacado,Destacado,Media,Excelente,Alta,Excelente,Consistente,Intensivo,Minimo,Adecuada,Constante,Bajo,Deficiente,Bueno,Impuntual,Medio,Con_deuda,Credito,Muy_Bajo,Vulnerable,Constante,Frecuente,Alta,Parcial_alta,Alto,Insuficiente,Destacado,Bajo,Regular
1300,Destacado,Destacado,Media,Baja,Baja,Excelente,Consistente,Intensivo,Minimo,Adecuada,Frecuente,Alto,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Frecuente,Frecuente,Media,Tiempo_completo,Moderado,Moderado,Destacado,Bajo,Critico
1301,Inicio,Inicio,Excelente,Excelente,Excelente,Media,Moderado,Limitado,Constante,Inadecuada,Nula,Bajo,Deficiente,Deficiente,Impuntual,Bajo,Sin_deuda,Beca_Parcial,Bajo,Riesgo_moderado,Nula,Frecuente,Baja,Parcial_baja,Bajo,Insuficiente,En_proceso,Medio,Critico
1302,Inicio,Inicio,Baja,Baja,Baja,Baja,Critico,Insuficiente,Constante,Moderada,Baja,Alto,Regular,Deficiente,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Sostenible,Ocasional,Nula,Baja,Tiempo_completo,Moderado,Bueno,Inicio,Alto,Critico
1303,Previsto,Previsto,Baja,Baja,Baja,Alta,Consistente,Adecuado,Frecuente,Adecuada,Constante,Moderado,Deficiente,Regular,Impuntual,Muy_Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Constante,Ocasional,Media,Parcial_baja,Moderado,Moderado,Previsto,Bajo,Regular
1304,En_proceso,En_proceso,Alta,Alta,Alta,Alta,Consistente,Limitado,Ocasional,Inadecuada,Frecuente,Alto,Regular,Deficiente,Puntual,Bajo,Con_deuda,Pago_Directo,Bajo,Riesgo_moderado,Frecuente,Ocasional,Media,Parcial_alta,Bajo,Bueno,Previsto,Bajo,Regular
1305,Inicio,Inicio,Alta,Alta,Alta,Alta,Critico,Insuficiente,Constante,Adecuada,Baja,Bajo,Deficiente,Bueno,Impuntual,Muy_Bajo,Sin_deuda,Credito,Bajo,Riesgo_moderado,Ocasional,Constante,Media,Tiempo_completo,Bajo,Excelente,En_proceso,Bajo,Excelente
1306,Destacado,Previsto,Excelente,Baja,Media,Excelente,Ejemplar,Intensivo,Minimo,Moderada,Frecuente,Bajo,Deficiente,Regular,Puntual,Muy_Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Vulnerable,Frecuente,Ocasional,Media,Ninguna,Alto,Excelente,Destacado,Bajo,Regular
1307,Previsto,Previsto,Media,Alta,Media,Alta,Moderado,Limitado,Ocasional,Inadecuada,Constante,Moderado,Excesivo,Deficiente,Puntual,Bajo,Sin_deuda,Credito,Bajo,Estable,Constante,Ocasional,Media,Ninguna,Moderado,Excelente,Previsto,Bajo,Regular
1308,Previsto,Previsto,Baja,Media,Baja,Alta,Critico,Adecuado,Frecuente,Inadecuada,Baja,Bajo,Excesivo,Regular,Puntual,Alto,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Sostenible,Ocasional,Ocasional,Baja,Tiempo_completo,Alto,Insuficiente,En_proceso,Alto,Critico
1309,Inicio,Inicio,Media,Baja,Baja,Baja,Moderado,Insuficiente,Constante,Inadecuada,Frecuente,Bajo,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Frecuente,Constante,Alta,Tiempo_completo,Alto,Moderado,Inicio,Alto,Critico
1310,Destacado,Destacado,Media,Media,Baja,Excelente,Ejemplar,Intensivo,Frecuente,Moderada,Frecuente,Bajo,Adecuado,Excelente,Puntual,Medio,Con_deuda,Financiamiento_Familiar,Muy_Bajo,Riesgo_moderado,Frecuente,Frecuente,Media,Tiempo_completo,Moderado,Excelente,Destacado,Bajo,Excelente
1311,Destacado,Previsto,Excelente,Alta,Excelente,Alta,Ejemplar,Adecuado,Minimo,Moderada,Nula,Bajo,Adecuado,Excelente,Puntual,Muy_Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Nula,Ocasional,Baja,Parcial_baja,Moderado,Bueno,Destacado,Bajo,Excelente
1312,Previsto,Previsto,Excelente,Baja,Media,Alta,Moderado,Limitado,Ocasional,Moderada,Nula,Alto,Deficiente,Deficiente,Puntual,Medio,Sin_deuda,Pago_Directo,Bajo,Sostenible,Nula,Constante,Media,Parcial_alta,Muy_alto,Bueno,Previsto,Alto,Critico
1313,Destacado,Destacado,Media,Alta,Media,Alta,Ejemplar,Adecuado,Minimo,Inadecuada,Constante,Moderado,Regular,Deficiente,Puntual,Alto,Sin_deuda,Financiamiento_Familiar,Bajo,Sostenible,Constante,Constante,Alta,Parcial_baja,Moderado,Insuficiente,Destacado,Medio,Critico
1314,En_proceso,Previsto,Media,Baja,Baja,Baja,Critico,Insuficiente,Frecuente,Moderada,Constante,Bajo,Excesivo,Bueno,Puntual,Bajo,Con_deuda,Credito,Bajo,Vulnerable,Constante,Ocasional,Media,Parcial_baja,Bajo,Moderado,Inicio,Bajo,Excelente
1315,Destacado,Destacado,Media,Alta,Media,Excelente,Ejemplar,Intensivo,Minimo,Inadecuada,Constante,Alto,Adecuado,Deficiente,Impuntual,Medio,Sin_deuda,Pago_Directo,Bajo,Estable,Constante,Ocasional,Media,Parcial_baja,Muy_alto,Excelente,Destacado,Bajo,Critico
1316,Destacado,Destacado,Alta,Media,Media,Excelente,Moderado,Intensivo,Minimo,Moderada,Baja,Bajo,Excesivo,Bueno,Puntual,Alto,Sin_deuda,Pago_Directo,Muy_Bajo,Sostenible,Ocasional,Constante,Media,Ninguna,Moderado,Excelente,Destacado,Bajo,Excelente
1317,Destacado,Previsto,Alta,Media,Media,Media,Consistente,Intensivo,Minimo,Adecuada,Baja,Alto,Adecuado,Bueno,Puntual,Bajo,Sin_deuda,Financiamiento_Familiar,Muy_Bajo,Estable,Ocasional,Frecuente,Media,Parcial_baja,Bajo,Insuficiente,Previsto,Bajo,Regular
1318,En_proceso,En_proceso,Media,Excelente,Alta,Media,Moderado,Insuficiente,Ocasional,Moderada,Constante,Moderado,Adecuado,Bueno,Puntual,Bajo,Sin_deuda,Pago_Directo,Bajo,Estable,Constante,Ocasional,Media,Parcial_baja,Alto,Bueno,En_proceso,Medio,Regular
1319,Inicio,Inicio,Excelente,Alta,Excelente,Media,Moderado,Insuficiente,Frecuente,Inadecuada,Constante,Alto,Adecuado,Deficiente,Impuntual,Medio,Sin_deuda,Beca_Total,Muy_Bajo,Estable,Constante,Nula,Media,Parcial_alta,Moderado,Bueno,En_proceso,Medio,Regular
1320,Previsto,Previsto,Excelente,Baja,Media,Baja,Critico,Adecuado,Frecuente,Adecuada,Constante,Moderado,Adecuado,Excelente,Puntual,Medio,Sin_deuda,Beca_Total,Bajo,Sostenible,Constante,Ocasional,Media,Parcial_alta,Bajo,Moderado,En_proceso,Alto,Excelente
1321,Inicio,Inicio,Alta,Excelente,Excelente,Baja,Critico,Insuficiente,Constante,Inadecuada,Baja,Bajo,Adecuado,Bueno,Puntual,Muy_Bajo,Sin_deuda,Beca_Parcial,Muy_Bajo,Estable,Ocasional,Frecuente,Media,Tiempo_completo,Bajo,Bueno,Inicio,Alto,Excelente
1322,Previsto,Previsto,Baja,Media,Baja,Excelente,Consistente,Intensivo,Ocasional,Moderada,Frecuente,Alto,Deficiente,Deficiente,Puntual,Bajo,Sin_deuda,Beca_Parcial,Bajo,Estable,Frecuente,Nula,Baja,Parcial_baja,Alto,Bueno,Previsto,Bajo,Critico
1323,Previsto,Previsto,Excelente,Media,Alta,Media,Consistente,Limitado,Ocasional,Inadecuada,Frecuente,Alto,Adecuado,Deficiente,Puntual,Bajo,Con_deuda,Financiamiento_Familiar,Bajo,Riesgo_moderado,Frecuente,Nula,Baja,Parcial_baja,Alto,Excelente,Previsto,Bajo,Critico
1324,En_proceso,Inicio,Excelente,Media,Alta,Media,Moderado,Limitado,Ocasional,Adecuada,Frecuente,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin_deuda,Beca_Parcial,Muy_Bajo,Estable,Frecuente,Nula,Baja,Parcial_alta,Muy_alto,Excelente,En_proceso,Medio,Regular
